run_name,task_name,behavior,case_id,intervention,scale,predicted_label,expected_label,correct,expected_logprob,best_logprob,margin
head_L20_H04@0,induction,induction,induction_002,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-55.1058079469949,-55.1058079469949,2.209273338317871
head_L20_H04@0,induction,induction,induction_003,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-59.32464706677274,-59.32464706677274,4.134591102600098
head_L20_H04@0,induction,induction,induction_004,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-53.71531985112233,-53.71531985112233,14.922319889068604
head_L20_H04@0,coreference,coreference,coref_002,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-52.60370814148337,-52.60370814148337,10.046251773834229
head_L20_H04@0,coreference,coreference,coref_003,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-48.51036396576092,-48.51036396576092,12.033757209777832
head_L20_H04@0,coreference,coreference,coref_004,head_mask:head:L20:H4:head_L20_H04,0.0,A,A,1,-57.772335689049214,-57.772335689049214,5.730412483215332
head_L20_H05@0,capitalization,capitalization,caps_002,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-53.701016413164325,-53.701016413164325,5.653721646463964
head_L20_H05@0,capitalization,capitalization,caps_003,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-57.137259069189895,-57.137259069189895,1.0125092267990112
head_L20_H05@0,induction,induction,induction_001,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-61.02948244957952,-61.02948244957952,4.6934897899627686
head_L20_H05@0,induction,induction,induction_002,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-55.46064164850395,-55.46064164850395,2.374030113220215
head_L20_H05@0,induction,induction,induction_003,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-59.695122477569385,-59.695122477569385,4.074126243591309
head_L20_H05@0,induction,induction,induction_004,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-54.21664235313074,-54.21664235313074,14.805218696594238
head_L20_H05@0,coreference,coreference,coref_002,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-50.715089802630246,-50.715089802630246,10.257479906082153
head_L20_H05@0,coreference,coreference,coref_003,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-48.15356262912974,-48.15356262912974,12.099894046783447
head_L20_H05@0,coreference,coreference,coref_004,head_mask:head:L20:H5:head_L20_H05,0.0,A,A,1,-57.922095879679546,-57.922095879679546,5.304774284362793
head_L20_H06@0,capitalization,capitalization,caps_002,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-53.129057959333295,-53.129057959333295,5.100349414424272
head_L20_H06@0,capitalization,capitalization,caps_003,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-54.80072984994331,-54.80072984994331,0.9223482608795166
head_L20_H06@0,induction,induction,induction_001,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-60.515236793242366,-60.515236793242366,4.672193944454193
head_L20_H06@0,induction,induction,induction_002,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-55.11506111980998,-55.11506111980998,2.3430585861206055
head_L20_H06@0,induction,induction,induction_003,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-59.07027470961475,-59.07027470961475,3.8893909454345703
head_L20_H06@0,induction,induction,induction_004,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-53.40981028386159,-53.40981028386159,14.869697093963623
head_L20_H06@0,coreference,coreference,coref_002,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-52.72235451126471,-52.72235451126471,10.18227767944336
head_L20_H06@0,coreference,coreference,coref_003,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-46.55231434293091,-46.55231434293091,12.175797462463379
head_L20_H06@0,coreference,coreference,coref_004,head_mask:head:L20:H6:head_L20_H06,0.0,A,A,1,-57.41475662065204,-57.41475662065204,5.580261707305908
head_L20_H07@0,capitalization,capitalization,caps_002,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-53.725697266025236,-53.725697266025236,4.728450113121653
head_L20_H07@0,capitalization,capitalization,caps_003,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-54.91356011774042,-54.91356011774042,0.9557850360870361
head_L20_H07@0,induction,induction,induction_001,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-60.48534671832749,-60.48534671832749,4.800675213336945
head_L20_H07@0,induction,induction,induction_002,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-54.91655105663813,-54.91655105663813,2.3818359375
head_L20_H07@0,induction,induction,induction_003,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-59.28648781605807,-59.28648781605807,4.082130432128906
head_L20_H07@0,induction,induction,induction_004,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-53.47692200858728,-53.47692200858728,14.820433616638184
head_L20_H07@0,coreference,coreference,coref_002,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-52.996222995221615,-52.996222995221615,10.24730396270752
head_L20_H07@0,coreference,coreference,coref_003,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-46.916101299226284,-46.916101299226284,12.08400583267212
head_L20_H07@0,coreference,coreference,coref_004,head_mask:head:L20:H7:head_L20_H07,0.0,A,A,1,-57.89088014874142,-57.89088014874142,5.7190680503845215
head_L20_H08@0,capitalization,capitalization,caps_002,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-53.21352367301006,-53.21352367301006,5.593326375936158
head_L20_H08@0,capitalization,capitalization,caps_003,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-56.12841019342886,-56.12841019342886,0.9879425764083862
head_L20_H08@0,induction,induction,induction_001,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-60.78012662992842,-60.78012662992842,4.633370578289032
head_L20_H08@0,induction,induction,induction_002,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-54.776012721820734,-54.776012721820734,2.321173667907715
head_L20_H08@0,induction,induction,induction_003,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-59.50627219457965,-59.50627219457965,3.8307180404663086
head_L20_H08@0,induction,induction,induction_004,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-53.38285991110024,-53.38285991110024,14.727509021759033
head_L20_H08@0,coreference,coreference,coref_002,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-52.7424178943038,-52.7424178943038,10.13489580154419
head_L20_H08@0,coreference,coreference,coref_003,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-48.0782434665598,-48.0782434665598,12.153197765350342
head_L20_H08@0,coreference,coreference,coref_004,head_mask:head:L20:H8:head_L20_H08,0.0,A,A,1,-57.654849450686015,-57.654849450686015,5.473313331604004
head_L20_H09@0,capitalization,capitalization,caps_002,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-53.739801827206975,-53.739801827206975,5.160265974554932
head_L20_H09@0,capitalization,capitalization,caps_003,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-54.83076307484589,-54.83076307484589,1.4523638486862183
head_L20_H09@0,induction,induction,induction_001,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-60.87750035443605,-60.87750035443605,4.652295410633087
head_L20_H09@0,induction,induction,induction_002,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-55.420375393732684,-55.420375393732684,2.3413610458374023
head_L20_H09@0,induction,induction,induction_003,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-59.355808138356224,-59.355808138356224,3.8228025436401367
head_L20_H09@0,induction,induction,induction_004,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-53.93865344245569,-53.93865344245569,14.933329105377197
head_L20_H09@0,coreference,coreference,coref_002,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-53.145269938744605,-53.145269938744605,10.202458381652832
head_L20_H09@0,coreference,coreference,coref_003,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-47.18770046485588,-47.18770046485588,12.064780712127686
head_L20_H09@0,coreference,coreference,coref_004,head_mask:head:L20:H9:head_L20_H09,0.0,A,A,1,-58.31322912458563,-58.31322912458563,5.33370304107666
head_L20_H10@0,capitalization,capitalization,caps_002,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-53.97973990411265,-53.97973990411265,5.205582224298269
head_L20_H10@0,capitalization,capitalization,caps_003,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-56.77617317746626,-56.77617317746626,1.1066030263900757
head_L20_H10@0,induction,induction,induction_001,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-60.59217274018374,-60.59217274018374,4.789203405380249
head_L20_H10@0,induction,induction,induction_002,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-55.42654803022742,-55.42654803022742,2.320085048675537
head_L20_H10@0,induction,induction,induction_003,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-58.81304073114006,-58.81304073114006,4.081852912902832
head_L20_H10@0,induction,induction,induction_004,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-53.611727777373744,-53.611727777373744,14.800134658813477
head_L20_H10@0,coreference,coreference,coref_002,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-52.663364846259356,-52.663364846259356,10.184319496154785
head_L20_H10@0,coreference,coreference,coref_003,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-48.31714827101678,-48.31714827101678,12.098265171051025
head_L20_H10@0,coreference,coreference,coref_004,head_mask:head:L20:H10:head_L20_H10,0.0,A,A,1,-57.418081204988994,-57.418081204988994,5.687524318695068
head_L20_H11@0,capitalization,capitalization,caps_002,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-53.57267920867889,-53.57267920867889,5.543168811214855
head_L20_H11@0,capitalization,capitalization,caps_003,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-55.19385596658685,-55.19385596658685,0.9177783727645874
head_L20_H11@0,induction,induction,induction_001,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-60.58518499002821,-60.58518499002821,4.720198929309845
head_L20_H11@0,induction,induction,induction_002,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-55.299827026290586,-55.299827026290586,2.1556711196899414
head_L20_H11@0,induction,induction,induction_003,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-59.49699294348102,-59.49699294348102,3.959794044494629
head_L20_H11@0,induction,induction,induction_004,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-54.23726161872037,-54.23726161872037,14.761716365814209
head_L20_H11@0,coreference,coreference,coref_002,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-53.103924460709095,-53.103924460709095,10.25551700592041
head_L20_H11@0,coreference,coreference,coref_003,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-47.29599530994892,-47.29599530994892,12.077792167663574
head_L20_H11@0,coreference,coreference,coref_004,head_mask:head:L20:H11:head_L20_H11,0.0,A,A,1,-57.72394262213493,-57.72394262213493,5.77049446105957
head_L20_H12@0,capitalization,capitalization,caps_002,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-53.829056206479436,-53.829056206479436,5.542232140578562
head_L20_H12@0,capitalization,capitalization,caps_003,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-56.76379308413016,-56.76379308413016,1.0406514406204224
head_L20_H12@0,induction,induction,induction_001,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-61.14552897111207,-61.14552897111207,4.63479870557785
head_L20_H12@0,induction,induction,induction_002,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-55.472498344344785,-55.472498344344785,2.0802040100097656
head_L20_H12@0,induction,induction,induction_003,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-59.61872100610344,-59.61872100610344,3.9639720916748047
head_L20_H12@0,induction,induction,induction_004,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-53.817697276812396,-53.817697276812396,14.781076431274414
head_L20_H12@0,coreference,coreference,coref_002,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-52.837644652463496,-52.837644652463496,10.32324481010437
head_L20_H12@0,coreference,coreference,coref_003,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-48.238517541904,-48.238517541904,12.077133178710938
head_L20_H12@0,coreference,coreference,coref_004,head_mask:head:L20:H12:head_L20_H12,0.0,A,A,1,-57.674194201419596,-57.674194201419596,5.7614946365356445
head_L20_H13@0,capitalization,capitalization,caps_002,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-52.89463514400995,-52.89463514400995,5.797031901689479
head_L20_H13@0,capitalization,capitalization,caps_003,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-56.456402615323896,-56.456402615323896,1.0372262001037598
head_L20_H13@0,induction,induction,induction_001,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-60.3106766928795,-60.3106766928795,4.704643368721008
head_L20_H13@0,induction,induction,induction_002,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-54.938767019019,-54.938767019019,2.398797035217285
head_L20_H13@0,induction,induction,induction_003,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-58.76179075021355,-58.76179075021355,4.004181861877441
head_L20_H13@0,induction,induction,induction_004,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-53.80102487953263,-53.80102487953263,14.913434028625488
head_L20_H13@0,coreference,coreference,coref_002,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-52.907889432273805,-52.907889432273805,10.053744077682495
head_L20_H13@0,coreference,coreference,coref_003,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-46.61893649445847,-46.61893649445847,12.138351917266846
head_L20_H13@0,coreference,coreference,coref_004,head_mask:head:L20:H13:head_L20_H13,0.0,A,A,1,-56.53046528605046,-56.53046528605046,5.680601119995117
head_L20_H14@0,capitalization,capitalization,caps_002,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-53.12280088974512,-53.12280088974512,6.034757975576213
head_L20_H14@0,capitalization,capitalization,caps_003,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-55.29513845151814,-55.29513845151814,1.0165081024169922
head_L20_H14@0,induction,induction,induction_001,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-60.77241527953447,-60.77241527953447,4.703457713127136
head_L20_H14@0,induction,induction,induction_002,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-55.157639566168655,-55.157639566168655,2.2047743797302246
head_L20_H14@0,induction,induction,induction_003,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-59.51092100093956,-59.51092100093956,4.256034851074219
head_L20_H14@0,induction,induction,induction_004,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-53.6314216585597,-53.6314216585597,14.741814136505127
head_L20_H14@0,coreference,coreference,coref_002,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-53.019401555880904,-53.019401555880904,10.118944644927979
head_L20_H14@0,coreference,coreference,coref_003,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-47.377476883120835,-47.377476883120835,12.11915397644043
head_L20_H14@0,coreference,coreference,coref_004,head_mask:head:L20:H14:head_L20_H14,0.0,A,A,1,-56.86573712108657,-56.86573712108657,5.729187488555908
head_L20_H15@0,capitalization,capitalization,caps_002,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-53.78320081601851,-53.78320081601851,5.43621270993026
head_L20_H15@0,capitalization,capitalization,caps_003,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-56.870710346192936,-56.870710346192936,1.073570966720581
head_L20_H15@0,induction,induction,induction_001,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-61.09310172365804,-61.09310172365804,4.7616928815841675
head_L20_H15@0,induction,induction,induction_002,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-55.39868100048625,-55.39868100048625,2.269092559814453
head_L20_H15@0,induction,induction,induction_003,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-59.57048654506798,-59.57048654506798,4.0098419189453125
head_L20_H15@0,induction,induction,induction_004,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-53.697696784249274,-53.697696784249274,14.99230146408081
head_L20_H15@0,coreference,coreference,coref_002,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-53.52901088586077,-53.52901088586077,10.143103837966919
head_L20_H15@0,coreference,coreference,coref_003,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-48.5579366190359,-48.5579366190359,12.463489055633545
head_L20_H15@0,coreference,coreference,coref_004,head_mask:head:L20:H15:head_L20_H15,0.0,A,A,1,-58.162975037877914,-58.162975037877914,5.621786594390869
head_L20_H16@0,capitalization,capitalization,caps_002,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-53.638053539558314,-53.638053539558314,4.958322495105676
head_L20_H16@0,capitalization,capitalization,caps_003,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-54.98332841764204,-54.98332841764204,0.9231665134429932
head_L20_H16@0,induction,induction,induction_001,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-60.798845647434064,-60.798845647434064,4.6099936962127686
head_L20_H16@0,induction,induction,induction_002,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-54.96581571007846,-54.96581571007846,2.2698497772216797
head_L20_H16@0,induction,induction,induction_003,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-58.943567035876185,-58.943567035876185,3.8230085372924805
head_L20_H16@0,induction,induction,induction_004,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-53.46369108115323,-53.46369108115323,14.96278190612793
head_L20_H16@0,coreference,coreference,coref_002,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-52.80171420797706,-52.80171420797706,10.275994300842285
head_L20_H16@0,coreference,coreference,coref_003,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-47.08902898430824,-47.08902898430824,12.134041786193848
head_L20_H16@0,coreference,coreference,coref_004,head_mask:head:L20:H16:head_L20_H16,0.0,A,A,1,-57.90181516081793,-57.90181516081793,5.714938163757324
head_L20_H17@0,capitalization,capitalization,caps_002,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-53.57499500745325,-53.57499500745325,5.458407581114443
head_L20_H17@0,capitalization,capitalization,caps_003,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-56.21385546089732,-56.21385546089732,1.4416123628616333
head_L20_H17@0,induction,induction,induction_001,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-60.80970549412814,-60.80970549412814,4.49853253364563
head_L20_H17@0,induction,induction,induction_002,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-55.48402085521957,-55.48402085521957,2.153646469116211
head_L20_H17@0,induction,induction,induction_003,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-58.64386009887676,-58.64386009887676,4.063545227050781
head_L20_H17@0,induction,induction,induction_004,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-53.68466372860712,-53.68466372860712,14.802963256835938
head_L20_H17@0,coreference,coreference,coref_002,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-52.914319450967014,-52.914319450967014,10.114871501922607
head_L20_H17@0,coreference,coreference,coref_003,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-48.542034280486405,-48.542034280486405,12.110857963562012
head_L20_H17@0,coreference,coreference,coref_004,head_mask:head:L20:H17:head_L20_H17,0.0,A,A,1,-57.67440847639227,-57.67440847639227,5.716311454772949
head_L20_H18@0,capitalization,capitalization,caps_002,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-53.72486417190521,-53.72486417190521,5.364717730350094
head_L20_H18@0,capitalization,capitalization,caps_003,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-55.3391544475744,-55.3391544475744,0.9709451198577881
head_L20_H18@0,induction,induction,induction_001,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-60.546306906799146,-60.546306906799146,4.7383453249931335
head_L20_H18@0,induction,induction,induction_002,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-55.009379926428664,-55.009379926428664,2.3328943252563477
head_L20_H18@0,induction,induction,induction_003,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-58.94295620635967,-58.94295620635967,4.132745742797852
head_L20_H18@0,induction,induction,induction_004,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-53.49157127295621,-53.49157127295621,14.898264408111572
head_L20_H18@0,coreference,coreference,coref_002,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-52.975144227966666,-52.975144227966666,9.887629985809326
head_L20_H18@0,coreference,coreference,coref_003,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-47.00372930802405,-47.00372930802405,12.169563293457031
head_L20_H18@0,coreference,coreference,coref_004,head_mask:head:L20:H18:head_L20_H18,0.0,A,A,1,-57.75577239290578,-57.75577239290578,5.574057102203369
head_L20_H19@0,capitalization,capitalization,caps_002,head_mask:head:L20:H19:head_L20_H19,0.0,A,A,1,-53.54247068063705,-53.54247068063705,5.497680994129041
head_L20_H19@0,capitalization,capitalization,caps_003,head_mask:head:L20:H19:head_L20_H19,0.0,A,A,1,-55.10533985047368,-55.10533985047368,1.128687858581543
head_L20_H19@0,induction,induction,induction_001,head_mask:head:L20:H19:head_L20_H19,0.0,A,A,1,-60.78683054314024,-60.78683054314024,4.5385448932647705
