run_name,task_name,behavior,case_id,intervention,scale,predicted_label,expected_label,correct,expected_logprob,best_logprob,margin
all_heads_L22@0,induction,induction,induction_004,"head_mask:head:L22:H0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63:all_heads_L22",0.0,A,A,1,-49.716167773352936,-49.716167773352936,15.449028015136719
all_heads_L22@0,coreference,coreference,coref_002,"head_mask:head:L22:H0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63:all_heads_L22",0.0,A,A,1,-51.94109195098281,-51.94109195098281,9.852447748184204
all_heads_L22@0,coreference,coreference,coref_003,"head_mask:head:L22:H0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63:all_heads_L22",0.0,A,A,1,-44.127487991470844,-44.127487991470844,12.288594722747803
all_heads_L22@0,coreference,coreference,coref_004,"head_mask:head:L22:H0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63:all_heads_L22",0.0,A,A,1,-55.656184738501906,-55.656184738501906,5.88447380065918
all_experts_L22@0,capitalization,capitalization,caps_002,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-50.70344913005829,-50.70344913005829,6.554699473083019
all_experts_L22@0,capitalization,capitalization,caps_003,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-53.24109656736255,-53.24109656736255,2.6792311668395996
all_experts_L22@0,induction,induction,induction_001,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-54.795550553593785,-54.795550553593785,5.40239143371582
all_experts_L22@0,induction,induction,induction_002,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-49.84597134590149,-49.84597134590149,3.3112497329711914
all_experts_L22@0,induction,induction,induction_003,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-51.13707605516538,-51.13707605516538,4.637935638427734
all_experts_L22@0,induction,induction,induction_004,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-47.459498355165124,-47.459498355165124,11.33695363998413
all_experts_L22@0,coreference,coreference,coref_002,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-50.85962986946106,-50.85962986946106,8.11655044555664
all_experts_L22@0,coreference,coreference,coref_003,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-43.821869015693665,-43.821869015693665,10.671506881713867
all_experts_L22@0,coreference,coreference,coref_004,"expert_mask:expert:L22:E0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31:all_experts_L22",0.0,A,A,1,-57.47750234603882,-57.47750234603882,6.285030364990234
